Timestamp,Open,High,Low,Close,Volume,Quantity
1645221360000,40032.1,40049.6,40020,40020,0.36015508,14419.45705679
1645221300000,39992,40043.9,39990,40032.1,0.67001146,26807.43148566
1645221240000,40010.7,40010.7,39994,39994,0.28173601,11271.36673353
1645221180000,39966,40013.9,39960,40010.7,1.09580826,43810.76744563
1645221120000,39964.3,39966,39960.7,39965.9,1.01471534,40551.72792039
1645221060000,39990,39997.9,39966,39966,1.02960959,41169.05111889
1645221000000,39983,40019.9,39983,39990.1,4.54945088,182024.19808256
1645220940000,39988.1,40001.9,39970,39983,3.23669035,129415.12297429
1645220880000,39998,40009.3,39988.1,39988.1,1.72672664,69067.27966943
1645220820000,39990,40014,39989.9,39998.1,2.1865824,87448.76821544
1645220760000,40056.7,40056.7,39972,39988,1.82691848,73079.20277804
1645220700000,40069,40069.1,40056.7,40056.7,0.19967362,7998.63550471
1645220640000,40071.9,40071.9,40060,40069.9,1.6140009,64659.61451007
1645220580000,40062.6,40075,40062.6,40071.9,0.43554147,17451.43441056
1645220520000,40028,40075,40028,40062.5,3.28056196,131405.52323225
1645220460000,40006,40028,40000,40028,1.02423328,40982.38602118
1645220400000,40024,40024,40003.3,40004,0.21148059,8460.83194377
1645220340000,40053.9,40053.9,40026,40026,0.22044505,8827.12849224
1645220280000,40060.1,40062,40048,40054,2.34394928,93890.14850531
1645220220000,40005.9,40068,40004.1,40060,1.76409288,70638.52195833
1645220160000,40001.3,40005.9,39982,40005.9,0.84421715,33757.49373587
1645220100000,39984,40002,39960,40001.2,1.65223828,66045.08949655
1645220040000,40038.1,40038.1,39984.9,39984.9,0.95170031,38067.99023649
1645219980000,40027.9,40070,40016.5,40038,2.56031643,102509.89708833
1645219920000,40018.1,40028,40018,40028,1.09113385,43665.67786616
1645219860000,40032,40032,40016,40018.1,1.41109263,56474.13913185
1645219800000,40110,40116,40034,40034,0.76981028,30861.67545076
1645219740000,40108.2,40116,40102,40108,0.65400674,26229.73441137
1645219680000,40080,40108.2,40080,40108.2,0.94953123,38070.79076544
1645219620000,40078,40084.5,40078,40080.1,0.38680403,15503.67204818
1645219560000,40064.8,40078,40064.8,40078,0.44476199,17820.0461008
1645219500000,40068.1,40077.9,40064.8,40064.9,0.82820251,33185.14654233
1645219440000,40077.9,40077.9,40064.1,40068.1,0.43777459,17541.18270585
1645219380000,40076.2,40078,40063.3,40077.9,1.04942366,42050.59557712
1645219320000,40058.1,40086,40058.1,40076.1,0.75464815,30241.46293979
1645219260000,40062.1,40078,40058,40058.1,0.66048549,26462.00769583
1645219200000,40086,40096,40062,40062.1,0.62800696,25171.70816895
1645219140000,40093.9,40093.9,40082,40086,1.0520533,42173.15664263
1645219080000,40084,40092,40084,40092,0.34947236,14008.44071363
1645219020000,40076,40101.9,40076,40084,0.84322299,33800.03047549
1645218960000,40000.7,40107.9,40000.6,40076.1,2.22360319,89116.69313503
1645218900000,40004,40013.8,40002,40002,0.29394329,11759.61502805
1645218840000,40025,40025,40000.5,40002.7,0.92103979,36854.91332202
1645218780000,40002.1,40025,40000.1,40025,0.81936101,32781.92172124
1645218720000,39989.9,40012,39989.9,40002.2,0.90982875,36398.15656273
1645218660000,39934.1,39990,39930,39989.9,1.45182803,57992.53876066
1645218600000,39920,39972,39920,39936,1.73151589,69189.26956671
1645218540000,39962,39962,39900,39918,3.3253061,132743.15005042
1645218480000,40012,40012,39962.1,39962.1,1.98303969,79291.43768856
1645218420000,40064.9,40064.9,40012,40012,1.18166628,47307.13828098
1645218360000,40088,40089.7,40064.9,40064.9,0.44355784,17776.28806363
1645218300000,40085.1,40091.8,40072,40086,0.84709024,33953.02006711
1645218240000,40066.1,40098,40066.1,40085,0.38941709,15611.23975338
1645218180000,40123.6,40126,40068,40068,1.55551253,62399.50723231
1645218120000,40152,40153.9,40117.1,40123.7,3.26756919,131131.08171639
1645218060000,40071.1,40152,40071.1,40152,3.8575514,154730.11636645
1645218000000,40021.5,40075,40021.5,40068,5.35984197,214638.34734194
1645217940000,39962.3,40020,39954.1,40020,0.77493694,30984.94758411
1645217880000,39954.1,39973.9,39954.1,39962.4,2.10152967,83980.48460908
1645217820000,39965.1,39970,39954,39954,0.37657971,15048.41096722
1645217760000,39984.1,39984.1,39948,39965.1,2.94312365,117592.04557223
1645217700000,39990,40004,39984,39984.1,0.73888046,29547.76401263
1645217640000,39972.5,40034,39972.5,39990,2.0595663,82404.81085452
1645217580000,39981.9,39996,39972.4,39972.5,1.97644679,79023.20397404
1645217520000,40008.1,40008.1,39971.2,39981.9,1.0876354,43496.41440604
1645217460000,40058,40058,40006.1,40008.1,1.38447986,55415.56734212
1645217400000,40114,40114,40040,40058.1,4.28421768,171661.24042378
1645217340000,40094,40129.9,40094,40114,1.75419261,70359.78309961
1645217280000,40072,40118,40056.1,40094.1,1.84015123,73787.44775935
1645217220000,40064,40084,40038.1,40072.1,1.45033716,58105.19230537
1645217160000,40140,40140.1,40064,40064,1.5104234,60585.52092814
1645217100000,40104.1,40149.4,40104.1,40140.1,0.89092333,35756.65563129
1645217040000,40103.9,40111.9,40088,40104,2.89576979,116111.14055509
1645216980000,40111.3,40114,40098.1,40100.1,0.94877538,38054.08023985
1645216920000,40108,40163.1,40102,40114,4.02970994,161729.80335562
1645216860000,40020,40106,40020,40106,1.84187372,73812.29295642
1645216800000,40009.9,40028,40002,40015.3,0.60372304,24157.99124416
1645216740000,40034,40034,40009.2,40009.8,0.24167403,9670.72416244
1645216680000,40000,40039.9,40000,40036,0.66138767,26471.55334258
1645216620000,39984.6,40006,39983.7,39999.9,0.67995047,27198.36242715
1645216560000,39984.1,39996,39968,39984.6,2.01916372,80714.87105079
1645216500000,39983.4,40018,39982.6,39984.1,0.73830835,29530.7900019
1645216440000,39981.9,39996,39978.3,39983.4,1.40398394,56139.04934099
1645216380000,39983.3,39983.3,39978.3,39978.3,1.38308936,55294.84478331
1645216320000,39999.8,40005.9,39983.4,39983.4,3.47546772,139015.72576983
1645216260000,40013.9,40024,39983,39998,1.90001301,75985.71969916
1645216200000,40063.9,40063.9,39990,40013.8,3.75123955,150099.08714538
1645216140000,40110,40110,40054.1,40062,0.70985376,28460.42573416
1645216080000,40118.1,40136,40111.6,40111.6,0.3029822,12157.94136334
1645216020000,40086.1,40132,40086.1,40118.1,0.59668336,23933.2641993
1645215960000,40089.9,40114.3,40076.1,40086.1,0.77593682,31106.24014207
1645215900000,40086,40090,40072.1,40090,0.58637943,23500.65857233
1645215840000,40066,40103.9,40066,40086.1,1.84619857,74019.41033166
1645215780000,40072,40072,40055,40065.9,0.67470071,27030.76963604
1645215720000,40056,40076,40038.4,40072,0.38235104,15316.78732382
1645215660000,40082,40104,40056.1,40056.1,0.97550054,39104.06272241
1645215600000,40047.9,40086,40047.9,40084,0.51320507,20563.21520396
1645215540000,40093.9,40093.9,40038.1,40044.1,2.25746056,90421.95135435
1645215480000,40095.9,40104,40082,40093.9,1.02324471,41024.65074551
1645215420000,40111.3,40119.5,40015.9,40095.6,28.79787498,1153363.55440654
1645215360000,40132,40132,40111.2,40111.3,0.51702894,20743.55750873
1645215300000,40140,40156,40134,40134,0.17735393,7119.50603108
1645215240000,40140.1,40167.9,40126,40140.1,0.77489573,31101.96906216
1645215180000,40152,40163.9,40137.2,40142,0.85579475,34353.80171285
1645215120000,40164,40178,40140,40150,1.72767696,69371.73214689
1645215060000,40209.9,40209.9,40146,40162,2.18964456,87955.83891418
1645215000000,40171.9,40222,40171,40209.7,0.52717361,21194.06522134
1645214940000,40150,40172,40144.8,40172,0.60187246,24170.73488271
1645214880000,40168,40172,40144.1,40152,0.66654239,26764.17995684
1645214820000,40169.9,40169.9,40150.1,40166,0.64128623,25754.87896154
1645214760000,40220.9,40220.9,40166.1,40167.5,0.63701497,25600.5315861
1645214700000,40170,40226,40170,40221,2.8233723,113545.06201248
1645214640000,40209.9,40213.9,40150,40170,2.64228545,106132.57747647
1645214580000,40258.8,40265.1,40206.1,40209.9,0.6547971,26348.8697988
1645214520000,40260.9,40276.1,40244.1,40258.8,1.22257582,49216.4460723
1645214460000,40248.1,40353.1,40248.1,40261,27.60739654,1112304.96240753
1645214400000,40208,40279.1,40208,40248,7.97149928,320861.63888512
1645214340000,40196.8,40212,40190.1,40206,0.37174753,14945.00303704
1645214280000,40183.8,40198,40155.8,40197.5,1.40191557,56327.33773896
1645214220000,40218.8,40218.8,40166,40183.9,0.29597323,11894.79589056
1645214160000,40208,40230,40200.2,40218.9,0.89663052,36064.06696117
1645214100000,40175.9,40207.9,40162.1,40206,2.22432519,89386.43956339
1645214040000,40088,40180,40080,40174,4.45115015,178651.29627314
1645213980000,40090.8,40107.9,40081.3,40090,0.68034087,27279.66487377
1645213920000,40084.1,40095.8,40084.1,40090.9,0.14839896,5948.98201184
1645213860000,40104,40123.9,40080,40084.1,1.92693161,77286.73400667
1645213800000,40078,40102,40056,40102,2.91623873,116858.65552986
1645213740000,40114.1,40130,40078,40078,4.50339956,180649.11262425
1645213680000,40118,40143.9,40112.1,40116.6,1.03633486,41587.15413165
1645213620000,40138.1,40138.1,40118.1,40118.1,3.77011222,151284.86987123
1645213560000,40136,40142,40111.9,40138.1,0.84821306,34032.10160494
1645213500000,40128.2,40148,40119,40136.1,0.74248189,29800.17537212
1645213440000,40171.9,40171.9,40099.2,40120,26.95987309,1081726.64234616
1645213380000,40164,40172.3,40159.4,40171.9,0.44942317,18052.0923051
1645213320000,40184,40194,40164.1,40164.1,1.61988383,65105.17086257
1645213260000,40144,40183.9,40138.1,40183.9,1.67741799,67363.66831198
1645213200000,40166,40166.4,40140.1,40144,6.90584816,277321.88175445
1645213140000,40204,40204,40147.5,40165.9,3.36395463,135157.87817519
1645213080000,40202.9,40206.9,40202.9,40204.1,1.22237899,49146.12445462
1645213020000,40216.1,40225.9,40192,40202.3,0.58650167,23580.79429025
1645212960000,40256,40260,40210.3,40220.1,8.62108286,346770.86903498
1645212900000,40290,40296.9,40238.1,40255.9,4.19669287,169025.10831302
1645212840000,40270,40324.3,40268.1,40288,5.30949022,213976.84400734
1645212780000,40294,40330.5,40270,40270.1,2.87862371,116039.37169547
1645212720000,40262,40294,40262,40293.9,1.3416093,54029.96354269
1645212660000,40214.1,40261.9,40214.1,40261.9,1.72611729,69462.06402971
1645212600000,40228,40228.1,40214,40214,0.95901431,38575.2339808
1645212540000,40242.1,40279.7,40224,40228.1,29.28994151,1178829.15094526
1645212480000,40188.1,40250,40188,40244,1.93083308,77655.72910029
1645212420000,40190.2,40200,40182.1,40188.1,0.40229622,16168.22394808
1645212360000,40200.2,40206,40184,40190.1,0.12091873,4860.14568815
1645212300000,40228,40228.1,40200,40200.1,0.16431881,6607.15719207
1645212240000,40166,40239.9,40166,40228,5.02881018,202154.63360323
1645212180000,40146.1,40164,40146,40164,0.46254776,18571.94018883
1645212120000,40166.1,40166.1,40146,40146.1,0.67178122,26978.44423131
1645212060000,40160,40177.9,40160,40166.1,0.96176659,38635.57655725
1645212000000,40158,40167.8,40157.9,40159.9,0.47479347,19068.03604111
1645211940000,40164,40174,40154.1,40157.9,0.24399267,9800.60988235
1645211880000,40170,40182,40160.1,40163.9,1.94110586,77987.29416203
1645211820000,40164,40170,40152.1,40170,0.54392541,21847.41203089
1645211760000,40092.6,40221.2,40092.6,40164,8.04622975,323328.71903597
1645211700000,40072,40103.9,40052,40099.9,1.64105906,65778.80252326
1645211640000,40064.6,40100,40064.6,40074,2.02092495,81011.33893666
1645211580000,40076,40079.4,40056.6,40064.6,1.04699998,41950.73211462
1645211520000,40079.9,40094,40030.2,40074,26.24146488,1051006.61165473
1645211460000,40108.1,40108.1,40074.2,40079.9,0.53559848,21472.24895106
1645211400000,40086,40116,40070.2,40108.1,0.91037244,36490.20447165
1645211340000,40120,40120,40086,40086,1.22536998,49123.07317245
1645211280000,40097.4,40124,40097.4,40120.1,0.28536795,11447.20664949
1645211220000,40086,40113.9,40086,40097.4,0.76611506,30722.50492039
1645211160000,40152,40152,40075,40085,1.42659503,57203.68668825
1645211100000,40164.5,40170.1,40154,40154,0.88267095,35452.46811072
1645211040000,40183.6,40183.6,40164.6,40164.6,0.43073844,17306.74848554
1645210980000,40201.9,40201.9,40182,40184,1.67895823,67490.75978794
1645210920000,40208,40208,40170,40202,0.72542949,29150.41536416
1645210860000,40136.7,40296.6,40136.7,40210,28.95137529,1164974.89496528
1645210800000,40140.3,40170,40136.6,40136.7,0.66728646,26798.08525123
1645210740000,40171.9,40173.9,40140.2,40140.3,15.52244703,623420.77715031
1645210680000,40132.5,40172,40126.4,40172,5.75738427,231185.73709048
1645210620000,40130.1,40151.9,40130,40132.5,0.61452301,24667.97426507
1645210560000,40172,40172,40130,40130,0.63547615,25522.67028908
1645210500000,40175.9,40175.9,40150.3,40172,2.94465079,118250.10912252
1645210440000,40149.8,40176,40149.8,40176,0.90194741,36223.55492369
1645210380000,40145.5,40149.6,40136.1,40149.5,0.36704942,14735.26234767
1645210320000,40204,40204,40138.1,40145.6,1.9377782,77865.00566526
1645210260000,40142,40226.9,40132.1,40204,18.78119157,754927.11588265
1645210200000,40138,40140.6,40104,40140.6,1.15576275,46371.03258693
1645210140000,40127.4,40138,40112,40138,0.62253887,24977.41240449
1645210080000,40114.1,40131,40112,40127.4,3.59378973,144184.64357259
1645210020000,40104,40130,40098.1,40116,1.10412965,44291.96334271
1645209960000,40113.5,40123.6,40090.1,40104.1,2.59167571,103959.02448688
1645209900000,40089.3,40131,40086,40113.6,1.91967708,77008.96004315
1645209840000,40076.5,40089.3,40066.1,40089.3,0.56361702,22587.37466794
1645209780000,40086,40118.6,40077.7,40077.7,5.26531218,211159.49332348
1645209720000,40092.9,40092.9,40070.1,40086,3.48007187,139469.47673882
1645209660000,40102.1,40122,40094,40094,1.83803023,73718.33208023
1645209600000,40120.1,40131,40102,40102.1,4.82049279,193358.58603098
1645209540000,40085.9,40151.9,40085.9,40120,2.37315066,95228.1646485
1645209480000,40091.9,40100,40080.7,40086,0.870069,34879.69947883
1645209420000,40078.3,40090.3,40066.1,40090.3,1.33202293,53385.29826879
1645209360000,40037.9,40078.4,40026.1,40078.4,1.85153628,74153.88865125
1645209300000,40015.1,40088.8,40015.1,40038,5.34842183,214263.62367711
1645209240000,39963.7,40015.1,39962,40015.1,2.75100662,110039.23764935
1645209180000,39996,40003.1,39963.8,39963.8,1.07405768,42951.19998323
1645209120000,39981.9,39999.5,39972,39994,1.04254883,41693.96628614
1645209060000,39945.1,39982,39945.1,39981.9,1.47891309,59117.57177766
1645209000000,39966,39970.3,39936.3,39945.1,1.41872301,56675.5116792
1645208940000,39970.2,39975.7,39950.2,39966,2.97396916,118848.02362639
1645208880000,39968,40000,39962.1,39970.1,1.78889081,71522.62329275
1645208820000,39968.1,39974,39966,39968,1.46263369,58461.02795818
1645208760000,39970,39974,39960.1,39968.1,0.80051368,31994.92866597
1645208700000,39994.1,39994.1,39950,39972.3,4.77495995,190892.37617077
1645208640000,39940.6,40030.5,39940.6,39994,5.59116362,223635.10665064
1645208580000,39914.1,39940.5,39914.1,39940.5,1.91133584,76308.01500982
1645208520000,39901.6,39954,39898.1,39914,3.64478883,145524.96092886
1645208460000,39864.1,39901.6,39860,39901.6,2.70911271,108044.63779841
1645208400000,39869.9,39889.9,39850.1,39864.1,1.84040781,73375.98249537
1645208340000,39824,39870,39818,39870,1.9540078,77857.54417174
1645208280000,39818,39831.9,39800.2,39824,1.97887847,78785.7767009
1645208220000,39845.9,39845.9,39795,39818,9.07345055,361157.82942537
1645208160000,39907.6,39907.6,39816,39844,1.56846834,62504.55803437
1645208100000,39852.1,39926,39833.7,39907.7,2.89848925,115591.70336351
1645208040000,39870.1,39870.1,39813.2,39854,6.98086432,278034.24140172
1645207980000,39882.1,39888,39870,39870.1,0.83535067,33315.82906473
1645207920000,39895.9,39916,39882,39882.2,3.72242066,148524.66707921
1645207860000,39896,39923.9,39868.1,39896,1.1734255,46804.8985407
1645207800000,39877.9,39894,39842.4,39894,3.2465583,129457.79751479
1645207740000,39921.9,39936,39868,39877.9,2.05438018,81990.38767147
1645207680000,39887.9,39933.1,39850,39921.9,4.42307399,176447.10218146
1645207620000,39890,39920,39842.3,39888,4.96657007,198113.73290887
1645207560000,39936.1,39942,39850.2,39888,9.60962578,383255.68031222
1645207500000,39986.1,39999.9,39936,39936,2.66875349,106632.97072728
1645207440000,40040,40040,39988,39988,2.41739973,96719.72657607
1645207380000,39942,40051.9,39940,40042,2.0599709,82410.89289258
1645207320000,39976.1,39997.9,39942,39942.1,1.70967613,68333.88441927
1645207260000,39982.1,40038.2,39976,39976,2.56079377,102436.37869945
1645207200000,40034,40051.9,39984,39984,1.66441032,66616.19494631
1645207140000,40012,40052,40012,40034,0.87052587,34856.23994983
1645207080000,40061.9,40061.9,40012,40012.1,0.93343397,37374.65322751
1645207020000,40071.9,40073.9,40054,40062,0.82162046,32920.8479514
1645206960000,39984,40072,39984,40071.9,0.72771943,29143.75699597
1645206900000,40011.9,40018,39976.1,39984,2.6069561,104261.74469762
1645206840000,40071.7,40071.7,40008,40008.1,0.82964743,33214.64439973
1645206780000,40084,40111.9,40068.1,40071.7,4.01324517,160916.90613614
1645206720000,40039.9,40082,40024.3,40082,1.34306756,53805.14955009
1645206660000,40038,40039.9,39980.2,40039.9,1.04196839,41695.88699316
1645206600000,40021.9,40037.9,40002,40037.9,1.26219088,50519.89132046
1645206540000,40020.1,40022,40005.2,40021.9,0.73272332,29323.32768439
1645206480000,40010,40022,39976,40020.1,0.87473238,34990.74495137
1645206420000,40043.9,40099.9,40012,40012,5.0841539,203699.60373394
1645206360000,39980.1,40053.9,39980.1,40044,1.1844271,47394.98775629
1645206300000,39985.9,40004,39966,39979.7,0.77185725,30865.40929519
1645206240000,40027.9,40027.9,39965.8,39985.6,1.17041662,46809.56341923
1645206180000,40060,40060,39998,40027.9,1.61107636,64481.91756207
1645206120000,40062,40096,40038.1,40060,5.9460323,238258.27979736
1645206060000,40018.1,40086,40014.8,40061.9,4.65659043,186564.28627705
1645206000000,39994.1,40033.9,39994,40020,1.5637277,62584.04175877
1645205940000,39952,40015.9,39952,39994.1,2.31996734,92787.8334451
1645205880000,39947.4,39981.9,39930,39952,1.66739406,66622.49987931
1645205820000,39986,39992,39921.3,39947.3,6.3715304,254614.15612108
1645205760000,40030.1,40030.1,39964,39986,4.88106272,195223.89540864
1645205700000,40061.2,40079.9,40032,40032,7.28081446,291605.98297754
1645205640000,40064,40102,40042,40056.3,2.5329007,101494.43235366
1645205580000,40096,40115.3,40040,40064,2.44684494,98044.00581311
1645205520000,40122.1,40122.1,39934.4,40095.9,38.4988739,1542704.91738828
1645205460000,40036,40215.2,40036,40122.1,10.97292656,440744.52079619
1645205400000,40062,40062,39946.6,40036,13.91951606,556750.33974212
1645205340000,40092.2,40100,40058,40062,0.94267557,37782.77483863
1645205280000,40117.9,40139.9,40086.1,40092.3,1.5897061,63753.8050886
1645205220000,40167.9,40167.9,40090.1,40116,1.36999788,54968.47462376
1645205160000,40132,40172.6,40112,40172.6,1.53837847,61755.38608626
